,Name of movie,Genres,Year of release,Watch time,Movie Rating,Meta score,Votes
893,Cuộc Nổi Loạn Trên Tàu Caine,"Drama, War            ",1954,124,7.7,63,"28,653"
894,Mặt Sẹo,"Action, Crime, Drama            ",1932,93,7.7,90,"29,044"
895,Hoàng Tử Bé,"Animation, Adventure, Drama            ",2015,108,7.7,70,"64,087"
896,Cape Fear,"Drama, Thriller            ",1962,106,7.7,76,"30,332"
897,Xuân Quang Xạ Tiết,"Drama, Romance            ",1997,96,7.7,70,"31,498"
898,Night on Earth,"Comedy, Drama            ",1991,129,7.7,68,"62,689"
899,Hành Trình Nam Mỹ,"Adventure, Biography, Drama            ",2004,126,7.7,75,"102,877"
900,A Man for All Seasons,"Biography, Drama, History            ",1966,120,7.7,72,"35,824"
901,Sự Thật Chết Người,"Biography, Drama, History            ",2008,122,7.7,80,"110,098"
902,Hedwig and the Angry Inch,"Comedy, Drama, Music            ",2001,95,7.7,85,"36,438"
903,The Broken Circle Breakdown,"Drama, Music, Romance            ",2012,111,7.7,70,"41,985"
904,Forushande,"Drama, Thriller            ",2016,124,7.7,85,"62,320"
905,Down by Law,"Comedy, Crime, Drama            ",1986,107,7.7,75,"53,169"
906,Sau Hôn Nhân,Drama            ,2006,120,7.7,78,"35,695"
907,Les triplettes de Belleville,"Animation, Adventure, Comedy            ",2003,80,7.7,91,"55,666"
908,Yume,"Drama, Fantasy            ",1990,119,7.7,^^^^^^,"27,549"
909,Cô Gái Vượt Thời Gian,"Animation, Adventure, Comedy            ",2006,98,7.7,66,"68,265"
910,Lời Thú Tội,"Drama, Thriller            ",2010,106,7.7,^^^^^^,"40,473"
911,Cô Bé Dũng Cảm,"Animation, Drama, Family            ",2017,94,7.7,78,"26,845"
912,Hana-bi,"Crime, Drama, Romance            ",1997,103,7.7,^^^^^^,"31,678"
913,Khu Vực an Ninh Chung,"Action, Drama, Thriller            ",2000,110,7.7,58,"32,112"
914,Adams æbler,"Comedy, Crime, Drama            ",2005,94,7.7,51,"52,360"
915,Hương Vị Anh Đào,Drama            ,1997,95,7.7,80,"33,169"
916,Das Experiment,"Drama, Thriller            ",2001,120,7.7,60,"94,904"
917,The Magdalene Sisters,Drama            ,2002,114,7.7,83,"27,776"
918,In America,Drama            ,2002,105,7.7,76,"43,683"
919,Jules et Jim,"Drama, Romance            ",1962,105,7.7,97,"42,953"
920,The Purple Rose of Cairo,"Comedy, Fantasy, Romance            ",1985,82,7.7,75,"52,998"
921,Le passé,"Drama, Mystery            ",2013,130,7.7,85,"49,805"
922,The Muppet Christmas Carol,"Comedy, Drama, Family            ",1992,85,7.7,64,"64,065"
923,Zelig,Comedy            ,1983,79,7.7,^^^^^^,"43,002"
924,Auf der anderen Seite,Drama            ,2007,122,7.7,85,"32,731"
925,Vệ Binh Dải Ngân Hà 2,"Action, Adventure, Comedy            ",2017,136,7.6,67,"707,513"
926,Harry Potter và Hòn Đá Phù Thủy,"Adventure, Family, Fantasy            ",2001,152,7.6,65,"807,258"
927,Chuyện Ngày Xưa Ở... Hollywood,"Comedy, Drama            ",2019,161,7.6,83,"775,370"
928,Kẻ Sát Nhân Cuồng Tín,"Crime, Drama, Horror            ",2000,102,7.6,64,"653,549"
929,Hành Trình Của Moana,"Animation, Adventure, Comedy            ",I 2016,107,7.6,81,"350,320"
930,Chiến Tranh Giữa Các Vì Sao 3: Người Sith Báo Thù,"Action, Adventure, Fantasy            ",2005,140,7.6,68,"810,078"
931,Deadpool 2,"Action, Adventure, Comedy            ",2018,119,7.6,66,"603,220"
932,Nhân Tố Thứ 5,"Action, Adventure, Sci-Fi            ",1997,126,7.6,52,"485,103"
933,My Cousin Vinny,"Comedy, Crime            ",1992,120,7.6,68,"131,637"
934,Sicario: Ranh Giới,"Action, Crime, Drama            ",2015,121,7.6,82,"445,047"
935,Điệp Vụ Kép,"Crime, Drama, Mystery            ",2006,129,7.6,76,"383,029"
936,Cách Mạng Công Sở,Comedy            ,1999,89,7.6,68,"275,071"
937,300 Chiến Binh,"Action, Drama            ",2006,117,7.6,52,"835,291"
938,Siêu Tệ Hại,Comedy            ,2007,113,7.6,76,"598,720"
939,Tiền Bi,"Biography, Drama, Sport            ",2011,133,7.6,87,"438,195"
940,Lưỡi Cưa,"Horror, Mystery, Thriller            ",2004,103,7.6,46,"434,356"
941,Người Hùng Báo Thù,"Action, Drama, Mystery            ",2009,162,7.6,56,"562,118"
942,Kung Fu Panda,"Animation, Action, Adventure            ",2008,92,7.6,74,"487,395"
943,The Birds,"Drama, Horror, Mystery            ",1963,119,7.6,90,"195,587"
944,Ánh Sao Ma Thuật,"Adventure, Family, Fantasy            ",2007,127,7.6,66,"277,177"
945,Vì Sao Vụt Sáng,"Drama, Music, Romance            ",2018,136,7.6,88,"396,791"
946,Người Hùng Củ Chuối,"Action, Comedy, Crime            ",2010,117,7.6,66,"574,445"
947,Góc Khuất,"Biography, Drama, Sport            ",2009,129,7.6,53,"343,480"
948,RoboCop,"Action, Crime, Sci-Fi            ",1987,102,7.6,70,"266,893"
949,The Royal Tenenbaums,"Comedy, Drama            ",2001,110,7.6,76,"300,500"
950,The Fly,"Drama, Horror, Sci-Fi            ",1986,96,7.6,79,"190,513"
951,Không Lùi Bước,"Crime, Drama, Thriller            ",II 2016,102,7.6,88,"238,464"
952,Hiệu Ứng Cánh Bướm,"Drama, Sci-Fi, Thriller            ",2004,113,7.6,30,"500,747"
953,Bản Báo Cáo Thiểu Số,"Action, Crime, Mystery            ",2002,145,7.6,80,"564,410"
954,Ngôi Nhà Toàn Ma,"Horror, Mystery, Thriller            ",2001,101,7.6,74,"376,032"
955,Hoa Mộc Lan,"Animation, Adventure, Comedy            ",1998,87,7.6,71,"298,289"
956,Thành Phố Bóng Đêm,"Fantasy, Mystery, Sci-Fi            ",1998,100,7.6,66,"204,659"
957,After Hours,"Comedy, Crime, Drama            ",I 1985,97,7.6,90,"73,438"
958,Truy Tìm Tung Tích Ảo,"Drama, Mystery, Thriller            ",III 2018,102,7.6,71,"171,356"
959,Sự Khởi Đầu Của Hành Tinh Khỉ,"Action, Adventure, Drama            ",2014,130,7.6,79,"451,016"
960,Đứa Bé Mất Tích,"Crime, Drama, Mystery            ",2007,114,7.6,72,"279,773"
961,Kẻ Trộm Mặt Trăng,"Animation, Adventure, Comedy            ",2010,95,7.6,72,"559,881"
962,Chúng Ta Làm Gì Trong Bóng Tối,"Comedy, Horror            ",2014,86,7.6,76,"189,862"
963,Lằn Ranh Đỏ Mỏng Manh,"Drama, History, War            ",1998,170,7.6,78,"192,502"
964,Rushmore,"Comedy, Drama, Romance            ",1998,93,7.6,86,"190,232"
965,Đột kích: Chuộc tội,"Action, Crime, Thriller            ",2011,101,7.6,73,"209,753"
966,Hang Quỷ Đông Âu,"Crime, Drama, Thriller            ",2007,100,7.6,83,"250,227"
967,True Grit: Báo Thù,"Drama, Western            ",2010,110,7.6,80,"346,434"
968,Tôi Sống Trong Tôi,"Drama, Horror, Mystery            ",2011,120,7.6,70,"157,978"
969,Nhà Mitchell Đối Đầu Với Máy Móc,"Animation, Adventure, Comedy            ",2021,114,7.6,81,"115,405"
970,Vũ Khí Tối Thượng,"Action, Crime, Thriller            ",1987,109,7.6,68,"265,888"
971,Cậu Bé Rừng Xanh,"Animation, Adventure, Comedy            ",1967,78,7.6,65,"189,564"
972,Max Điên 2: Hung Thần Xa Lộ,"Action, Adventure, Sci-Fi            ",1981,96,7.6,77,"185,783"
973,Enter the Dragon,"Action, Crime, Drama            ",1973,102,7.6,83,"107,510"
974,End of Watch,"Action, Adventure, Crime            ",2012,109,7.6,68,"256,207"
975,Match Point,"Drama, Romance, Thriller            ",2005,124,7.6,72,"222,207"
976,Cô Bé Người Cá Ponyo,"Animation, Adventure, Comedy            ",2008,101,7.6,86,"150,323"
977,Cái Giá Của Sự Thật,"Biography, Drama, History            ",2019,126,7.6,73,"93,412"
978,Nàng Bạch Tuyết và Bảy Chú Lùn,"Animation, Adventure, Family            ",1937,83,7.6,96,"205,552"
979,The Naked Gun: From the Files of Police Squad!,"Comedy, Crime            ",1988,85,7.6,76,"175,531"
980,Rebel Without a Cause,Drama            ,1955,111,7.6,89,"93,721"
981,Đương Đầu Với Thử Thách 3,"Action, Adventure, Thriller            ",1995,128,7.6,58,"395,461"
982,Tôi Là Sam,Drama            ,2001,132,7.6,28,"152,298"
983,Cô Phù Thủy Nhỏ Sabrina,"Comedy, Drama, Romance            ",1954,113,7.6,72,"67,330"
984,7 Số Phận,Drama            ,2008,123,7.6,36,"308,232"
985,Hên Xui,"Comedy, Drama, Romance            ",2011,100,7.6,72,"335,726"
986,Vị Vua Cuối Cùng Của Scotland,"Biography, Drama, History            ",2006,123,7.6,74,"190,449"
987,The Bridges of Madison County,"Drama, Romance            ",1995,135,7.6,69,"84,753"
988,Barton Fink,"Comedy, Drama, Thriller            ",1991,116,7.6,69,"125,149"
989,The Taking of Pelham One Two Three,"Action, Crime, Thriller            ",1974,104,7.6,68,"32,840"
990,From Here to Eternity,"Drama, Romance, War            ",1953,118,7.6,85,"48,762"
991,Những Mảnh Đời Bất Hạnh,"Crime, Drama, Thriller            ",2003,124,7.6,70,"240,945"
992,Đường Đến Tội Ác,Drama            ,2002,135,7.6,69,"181,509"
993,Cuộc Đính Hôn Lâu Dài,"Drama, Mystery, Romance            ",2004,133,7.6,76,"74,792"
994,Chuyến Bay Số Hiệu 93,"Action, Drama, History            ",2006,111,7.6,90,"108,301"
995,Control,"Biography, Drama, Music            ",2007,122,7.6,78,"66,882"
996,Philomena,"Biography, Comedy, Drama            ",2013,98,7.6,77,"101,858"
997,Tỏa Sáng,"Biography, Drama, Music            ",1996,105,7.6,87,"55,257"
998,The Invisible Man,"Horror, Sci-Fi            ",1933,71,7.6,87,"37,364"
999,Phòng Giam 211,"Action, Adventure, Crime            ",2009,113,7.6,^^^^^^,"69,087"
